Date,State,Confirmed,Active,Recovered,Deaths,Tested,Positive,TPR
2020-04-13,Tripura,2,2,0,0,NA,NA,NA
2020-04-13,Uttar Pradesh,558,504,49,5,13287,558,0.04199593587717318
2020-04-13,Uttarakhand,35,28,7,0,1998,35,0.017517517517517518
2020-04-13,West Bengal,152,116,29,7,2793,152,0.05442176870748299
2020-04-14,Andaman and Nicobar Islands,11,1,10,0,NA,NA,NA
2020-04-14,Andhra Pradesh,484,457,16,11,10505,473,0.04502617801047121
2020-04-14,Arunachal Pradesh,1,1,0,0,280,1,0.0035714285714285713
2020-04-14,Assam,33,32,0,1,3491,31,0.008879977083930107
2020-04-14,Bihar,66,36,29,1,7727,62,0.00802381260515077
2020-04-14,Chandigarh,21,14,7,0,309,21,0.06796116504854369
2020-04-14,Chhattisgarh,33,20,13,0,4812,33,0.00685785536159601
2020-04-14,Dadra and Nagar Haveli and Daman and Diu,0,0,0,0,NA,NA,NA
2020-04-14,Delhi,1561,1500,31,30,16282,1561,0.09587274290627687
2020-04-14,Goa,7,2,5,0,479,7,0.014613778705636743
2020-04-14,Gujarat,650,563,59,28,14980,617,0.041188251001335115
2020-04-14,Haryana,198,141,54,3,5210,184,0.035316698656429946
2020-04-14,Himachal Pradesh,33,17,14,2,1311,32,0.02440884820747521
2020-04-14,Jammu and Kashmir,278,244,30,4,4619,278,0.06018618748646893
2020-04-14,Jharkhand,27,25,0,2,2334,27,0.011568123393316195
2020-04-14,Karnataka,260,179,71,10,11107,260,0.023408661204645718
2020-04-14,Kerala,387,173,211,3,16235,386,0.02377579303972898
2020-04-14,Ladakh,17,5,12,0,760,17,0.02236842105263158
2020-04-14,Lakshadweep,0,0,0,0,NA,NA,NA
2020-04-14,Madhya Pradesh,741,623,64,54,8105,741,0.09142504626773597
2020-04-14,Maharashtra,2680,2244,259,177,41071,2340,0.05697450756007889
2020-04-14,Manipur,2,1,1,0,276,2,0.007246376811594203
2020-04-14,Meghalaya,1,1,0,0,NA,NA,NA
2020-04-14,Mizoram,1,1,0,0,91,1,0.01098901098901099
2020-04-14,Nagaland,0,0,0,0,174,0,0
2020-04-14,Odisha,60,41,18,1,4734,56,0.011829319814110688
2020-04-14,Puducherry,7,6,1,0,NA,NA,NA
2020-04-14,Punjab,184,144,27,13,4844,184,0.037985136251032205
2020-04-14,Rajasthan,1005,847,147,11,34928,1005,0.028773476866697206
2020-04-14,Sikkim,0,0,0,0,NA,NA,NA
2020-04-14,Tamil Nadu,1204,1111,81,12,19255,1204,0.06252921319137886
2020-04-14,Telangana,644,516,110,18,NA,NA,NA
2020-04-14,Tripura,2,2,0,0,NA,NA,NA
2020-04-14,Uttar Pradesh,660,602,50,8,15914,660,0.04147291692849064
2020-04-14,Uttarakhand,37,28,9,0,2174,35,0.01609935602575897
2020-04-14,West Bengal,190,147,36,7,3081,190,0.061668289516390785
2020-04-15,Andaman and Nicobar Islands,11,1,10,0,NA,NA,NA
2020-04-15,Andhra Pradesh,525,491,20,14,11613,525,0.045207956600361664
2020-04-15,Arunachal Pradesh,1,0,1,0,NA,NA,NA
2020-04-15,Assam,33,30,2,1,3613,32,0.008856905618599501
2020-04-15,Bihar,72,42,29,1,8263,66,0.007987413772237686
2020-04-15,Chandigarh,21,12,9,0,317,21,0.06624605678233439
2020-04-15,Chhattisgarh,33,16,17,0,5122,33,0.0064427957828973054
2020-04-15,Dadra and Nagar Haveli and Daman and Diu,0,0,0,0,356,0,0
2020-04-15,Delhi,1578,1505,41,32,16605,1578,0.09503161698283649
2020-04-15,Goa,7,1,6,0,556,7,0.012589928057553957
2020-04-15,Gujarat,766,669,64,33,19197,766,0.03990206803146325
2020-04-15,Haryana,204,145,56,3,7388,190,0.025717379534380077
2020-04-15,Himachal Pradesh,35,19,14,2,1426,35,0.024544179523141654
2020-04-15,Jammu and Kashmir,300,260,36,4,5171,300,0.05801585766776252
2020-04-15,Jharkhand,28,26,0,2,NA,NA,NA
2020-04-15,Karnataka,279,187,80,12,12483,279,0.022350396539293438
2020-04-15,Kerala,388,167,218,3,16475,387,0.023490136570561457
2020-04-15,Ladakh,18,6,12,0,820,18,0.02195121951219512
2020-04-15,Lakshadweep,0,0,0,0,NA,NA,NA
2020-04-15,Madhya Pradesh,938,820,64,54,9596,938,0.09774906210921218
2020-04-15,Maharashtra,2916,2435,295,186,45142,2690,0.05958973904567808
2020-04-15,Manipur,2,1,1,0,NA,NA,NA
2020-04-15,Meghalaya,7,6,0,1,NA,NA,NA
2020-04-15,Mizoram,1,1,0,0,94,1,0.010638297872340425
2020-04-15,Nagaland,0,0,0,0,184,0,0
2020-04-15,Odisha,60,40,19,1,5537,60,0.010836192884233339
2020-04-15,Puducherry,7,6,1,0,NA,NA,NA
2020-04-15,Punjab,186,146,27,13,5193,186,0.03581744656268053
2020-04-15,Rajasthan,1076,918,147,11,37860,1076,0.028420496566296884
2020-04-15,Sikkim,0,0,0,0,NA,NA,NA
2020-04-15,Tamil Nadu,1242,1110,118,14,21994,1242,0.05646994634900428
2020-04-15,Telangana,650,514,118,18,NA,NA,NA
2020-04-15,Tripura,2,1,1,0,738,2,0.0027100271002710027
2020-04-15,Uttar Pradesh,735,667,57,11,19506,727,0.03727058341023275
2020-04-15,Uttarakhand,37,28,9,0,2413,37,0.01533360961458765
2020-04-15,West Bengal,213,169,37,7,3470,213,0.06138328530259366
2020-04-16,Andaman and Nicobar Islands,11,0,11,0,NA,NA,NA
2020-04-16,Andhra Pradesh,534,500,20,14,20235,534,0.026389918458117122
2020-04-16,Arunachal Pradesh,1,0,1,0,NA,NA,NA
2020-04-16,Assam,35,29,5,1,4108,34,0.008276533592989289
2020-04-16,Bihar,83,45,37,1,8846,72,0.00813927198733891
2020-04-16,Chandigarh,21,12,9,0,337,21,0.06231454005934718
2020-04-16,Chhattisgarh,36,13,23,0,5519,33,0.005979344084073202
2020-04-16,Dadra and Nagar Haveli and Daman and Diu,0,0,0,0,382,0,0
2020-04-16,Delhi,1640,1550,52,38,18784,1640,0.0873083475298126
2020-04-16,Goa,7,1,6,0,611,7,0.011456628477905073
2020-04-16,Gujarat,929,820,73,36,20903,929,0.04444338133282304
2020-04-16,Haryana,215,148,64,3,8064,214,0.026537698412698412
2020-04-16,Himachal Pradesh,35,16,17,2,1604,35,0.021820448877805487
2020-04-16,Jammu and Kashmir,314,272,38,4,5680,314,0.05528169014084507
2020-04-16,Jharkhand,29,27,0,2,NA,NA,NA
2020-04-16,Karnataka,315,220,82,13,13724,315,0.02295249198484407
2020-04-16,Kerala,395,147,245,3,17400,394,0.02264367816091954
2020-04-16,Ladakh,18,4,14,0,917,18,0.019629225736095966
2020-04-16,Lakshadweep,0,0,0,0,NA,NA,NA
2020-04-16,Madhya Pradesh,1164,1038,70,56,13492,1164,0.08627334716869256
2020-04-16,Maharashtra,3201,2708,300,193,50882,2916,0.05730906803977831
2020-04-16,Manipur,2,1,1,0,NA,NA,NA
2020-04-16,Meghalaya,9,8,0,1,552,7,0.012681159420289856
2020-04-16,Mizoram,1,1,0,0,94,1,0.010638297872340425
2020-04-16,Nagaland,0,0,0,0,NA,NA,NA
2020-04-16,Odisha,60,40,19,1,6734,60,0.00891000891000891
2020-04-16,Puducherry,7,6,1,0,NA,NA,NA
2020-04-16,Punjab,197,154,29,14,5524,197,0.035662563359884145
2020-04-16,Rajasthan,1131,956,164,11,40778,1101,0.026999852861837266
2020-04-16,Sikkim,0,0,0,0,NA,NA,NA
2020-04-16,Tamil Nadu,1267,1072,180,15,26005,1267,0.04872139973082099
2020-04-16,Telangana,700,496,186,18,NA,NA,NA
2020-04-16,Tripura,2,1,1,0,762,2,0.0026246719160104987
2020-04-16,Uttar Pradesh,805,724,68,13,21384,805,0.03764496820052376
2020-04-16,Uttarakhand,37,28,9,0,2593,37,0.014269186270728885
2020-04-16,West Bengal,231,179,42,10,3811,231,0.06061401207032275
2020-04-17,Andaman and Nicobar Islands,12,1,11,0,1403,12,0.008553100498930863
2020-04-17,Andhra Pradesh,572,523,35,14,20235,572,0.028267852730417594
2020-04-17,Arunachal Pradesh,1,0,1,0,363,1,0.0027548209366391185
2020-04-17,Assam,35,25,9,1,4236,34,0.008026440037771483
2020-04-17,Bihar,85,47,37,1,9486,83,0.008749736453721273
2020-04-17,Chandigarh,21,12,9,0,358,21,0.05865921787709497
2020-04-17,Chhattisgarh,36,12,24,0,5776,36,0.006232686980609419
2020-04-17,Dadra and Nagar Haveli and Daman and Diu,0,0,0,0,NA,NA,NA
2020-04-17,Delhi,1707,1593,72,42,21409,1707,0.07973282264468215
2020-04-17,Goa,7,1,6,0,673,7,0.010401188707280832
2020-04-17,Gujarat,1099,972,86,41,23483,1099,0.04679981263041349
2020-04-17,Haryana,223,135,85,3,8884,223,0.02510130571814498
2020-04-17,Himachal Pradesh,38,19,17,2,1992,36,0.018072289156626505
2020-04-17,Jammu and Kashmir,328,281,42,5,6438,328,0.050947499223361295
2020-04-17,Jharkhand,32,30,0,2,3143,32,0.010181355392936684
2020-04-17,Karnataka,359,258,88,13,17594,359,0.0204046834148005
2020-04-17,Kerala,396,138,255,3,18029,395,0.021909146375284263
2020-04-17,Ladakh,18,4,14,0,NA,NA,NA
2020-04-17,Lakshadweep,0,0,0,0,NA,NA,NA
2020-04-17,Madhya Pradesh,1310,1170,70,70,15302,1310,0.08560972421905633
2020-04-17,Maharashtra,3321,2790,331,200,55678,3204,0.057545170444340675
2020-04-17,Manipur,2,1,1,0,311,2,0.006430868167202572
2020-04-17,Meghalaya,9,8,0,1,617,9,0.014586709886547812
2020-04-17,Mizoram,1,1,0,0,NA,NA,NA
2020-04-17,Nagaland,0,0,0,0,274,0,0
2020-04-17,Odisha,60,38,21,1,7577,60,0.007918701332981391
2020-04-17,Puducherry,7,6,1,0,NA,NA,NA
2020-04-17,Punjab,211,167,30,14,5988,211,0.0352371409485638
2020-04-17,Rajasthan,1229,1029,183,17,42847,1229,0.028683455084369966
2020-04-17,Sikkim,0,0,0,0,NA,NA,NA
2020-04-17,Tamil Nadu,1323,1025,283,15,29673,1323,0.044585987261146494
2020-04-17,Telangana,766,562,186,18,NA,NA,NA
2020-04-17,Tripura,2,1,1,0,NA,NA,NA
2020-04-17,Uttar Pradesh,849,753,82,14,24643,849,0.03445197419145396
2020-04-17,Uttarakhand,40,31,9,0,2831,40,0.01412928293889085
2020-04-17,West Bengal,255,194,51,10,4212,255,0.06054131054131054
2020-04-18,Andaman and Nicobar Islands,14,3,11,0,NA,NA,NA
2020-04-18,Andhra Pradesh,603,545,42,16,21450,603,0.02811188811188811
2020-04-18,Arunachal Pradesh,1,0,1,0,389,1,0.002570694087403599
2020-04-18,Assam,35,22,12,1,4400,34,0.007727272727272728
2020-04-18,Bihar,86,42,42,2,10130,85,0.00839091806515301
2020-04-18,Chandigarh,23,14,9,0,381,23,0.06036745406824147
2020-04-18,Chhattisgarh,36,11,25,0,5776,36,0.006232686980609419
2020-04-18,Dadra and Nagar Haveli and Daman and Diu,0,0,0,0,NA,NA,NA
2020-04-18,Delhi,1893,1643,207,43,22283,1893,0.08495265448996993
2020-04-18,Goa,7,1,6,0,758,7,0.009234828496042216
2020-04-18,Gujarat,1376,1230,93,53,26102,1376,0.05271626695272393
2020-04-18,Haryana,232,130,99,3,10454,232,0.022192462215419935
2020-04-18,Himachal Pradesh,39,20,17,2,2207,39,0.017671046669687357
2020-04-18,Jammu and Kashmir,341,285,51,5,6937,341,0.04915669597808851
2020-04-18,Jharkhand,33,31,0,2,3431,33,0.009618187117458467
2020-04-18,Karnataka,384,266,104,14,19186,384,0.020014593974773273
2020-04-18,Kerala,400,140,257,3,18774,399,0.021252796420581657
2020-04-18,Ladakh,18,4,14,0,NA,NA,NA
2020-04-18,Lakshadweep,0,0,0,0,NA,NA,NA
2020-04-18,Madhya Pradesh,1402,1205,127,70,14978,1402,0.0936039524636133
2020-04-18,Maharashtra,3648,3073,365,210,60166,3323,0.055230528870125986
2020-04-18,Manipur,2,1,1,0,NA,NA,NA
2020-04-18,Meghalaya,11,10,0,1,738,11,0.014905149051490514
2020-04-18,Mizoram,1,1,0,0,102,1,0.00980392156862745
2020-04-18,Nagaland,0,0,0,0,392,0,0
2020-04-18,Odisha,61,36,24,1,8619,60,0.006961364427427776
2020-04-18,Puducherry,7,3,4,0,1207,7,0.00579950289975145
2020-04-18,Punjab,234,187,31,16,6167,234,0.03794389492459867
2020-04-18,Rajasthan,1351,1130,200,21,47197,1282,0.02716274339470729
2020-04-18,Sikkim,0,0,0,0,NA,NA,NA
2020-04-18,Tamil Nadu,1372,992,365,15,35036,1372,0.039159721429386916
2020-04-18,Telangana,809,605,186,18,NA,NA,NA
2020-04-18,Tripura,2,1,1,0,NA,NA,NA
2020-04-18,Uttar Pradesh,975,853,108,14,28484,974,0.03419463558488976
2020-04-18,Uttarakhand,42,33,9,0,3158,42,0.013299556681443952
2020-04-18,West Bengal,287,220,55,12,4630,287,0.06198704103671706
2020-04-19,Andaman and Nicobar Islands,15,4,11,0,NA,NA,NA
2020-04-19,Andhra Pradesh,647,565,65,17,26958,647,0.024000296757919728
2020-04-19,Arunachal Pradesh,1,0,1,0,NA,NA,NA
2020-04-19,Assam,35,17,17,1,4865,34,0.006988694758478931
2020-04-19,Bihar,96,52,42,2,10745,92,0.008562121917170777
2020-04-19,Chandigarh,26,13,13,0,430,26,0.06046511627906977
2020-04-19,Chhattisgarh,36,11,25,0,6675,36,0.005393258426966292
2020-04-19,Dadra and Nagar Haveli and Daman and Diu,0,0,0,0,NA,NA,NA
2020-04-19,Delhi,2003,1668,290,45,24387,2003,0.08213392381186697
2020-04-19,Goa,7,0,7,0,826,7,0.00847457627118644
2020-04-19,Gujarat,1743,1575,105,63,29104,1743,0.059888675096206705
2020-04-19,Haryana,250,144,103,3,12687,250,0.019705210057539214
2020-04-19,Himachal Pradesh,39,20,17,2,2553,39,0.01527614571092832
2020-04-19,Jammu and Kashmir,354,293,56,5,7895,350,0.044331855604813175
2020-04-19,Jharkhand,41,39,0,2,3646,38,0.010422380691168404
2020-04-19,Karnataka,390,263,111,16,21367,390,0.018252445359666775
2020-04-19,Kerala,402,129,270,3,19351,401,0.020722443284584776
2020-04-19,Ladakh,18,4,14,0,991,18,0.018163471241170535
2020-04-19,Lakshadweep,0,0,0,0,NA,NA,NA
2020-04-19,Madhya Pradesh,1407,1203,131,73,17835,1407,0.07888982338099243
2020-04-19,Maharashtra,4200,3471,507,222,66796,3651,0.054658961614467934
2020-04-19,Manipur,2,1,1,0,NA,NA,NA
2020-04-19,Meghalaya,11,10,0,1,766,11,0.014360313315926894
2020-04-19,Mizoram,1,1,0,0,116,1,0.008620689655172414
2020-04-19,Nagaland,0,0,0,0,404,0,0
2020-04-19,Odisha,61,36,24,1,9690,61,0.00629514963880289
2020-04-19,Puducherry,7,3,4,0,1245,7,0.005622489959839358
2020-04-19,Punjab,244,191,37,16,6607,244,0.03693052822763736
2020-04-19,Rajasthan,1478,1250,205,23,51614,1478,0.028635641492618283
2020-04-19,Sikkim,0,0,0,0,NA,NA,NA
2020-04-19,Tamil Nadu,1477,1051,411,15,40876,1477,0.03613367257070164
2020-04-19,Telangana,858,651,186,21,14962,858,0.05734527469589627
2020-04-19,Tripura,2,1,1,0,NA,NA,NA
2020-04-19,Uttar Pradesh,1100,956,127,17,31767,1100,0.03462712878143986
2020-04-19,Uttarakhand,44,33,11,0,3344,44,0.013157894736842105
2020-04-19,West Bengal,310,236,62,12,5045,310,0.061446977205153616
2020-04-20,Andaman and Nicobar Islands,16,5,11,0,NA,NA,NA
2020-04-20,Andhra Pradesh,722,610,92,20,30733,722,0.02349266261022354
2020-04-20,Arunachal Pradesh,1,0,1,0,439,1,0.002277904328018223
2020-04-20,Assam,35,15,19,1,5112,34,0.006651017214397496
2020-04-20,Bihar,113,69,42,2,11319,96,0.008481314603763583
2020-04-20,Chandigarh,26,12,14,0,453,26,0.05739514348785872
2020-04-20,Chhattisgarh,36,11,25,0,7601,36,0.004736218918563347
2020-04-20,Dadra and Nagar Haveli and Daman and Diu,0,0,0,0,NA,NA,NA
2020-04-20,Delhi,2081,1603,431,47,25900,2081,0.08034749034749035
2020-04-20,Goa,7,0,7,0,901,7,0.00776914539400666
2020-04-20,Gujarat,1939,1737,131,71,33316,1939,0.058200264137351423
2020-04-20,Haryana,251,108,140,3,13894,251,0.01806535195048222
2020-04-20,Himachal Pradesh,39,20,17,2,2892,39,0.013485477178423237
2020-04-20,Jammu and Kashmir,368,292,71,5,8612,368,0.042731072921504874
2020-04-20,Jharkhand,46,40,4,2,4235,45,0.010625737898465172
2020-04-20,Karnataka,408,280,112,16,23460,408,0.017391304347826087
2020-04-20,Kerala,408,114,291,3,19756,408,0.02065195383680907
2020-04-20,Ladakh,18,4,14,0,NA,NA,NA
2020-04-20,Lakshadweep,0,0,0,0,NA,NA,NA
2020-04-20,Madhya Pradesh,1485,1270,138,77,19142,1485,0.07757810051196322
2020-04-20,Maharashtra,4666,3863,572,231,71321,4204,0.05894477082486224
2020-04-20,Manipur,2,0,2,0,NA,NA,NA
2020-04-20,Meghalaya,11,10,0,1,838,11,0.013126491646778043
2020-04-20,Mizoram,1,1,0,0,132,1,0.007575757575757576
2020-04-20,Nagaland,0,0,0,0,434,0,0
2020-04-20,Odisha,74,49,24,1,10641,68,0.006390376844281552
2020-04-20,Puducherry,7,3,4,0,1272,7,0.00550314465408805
2020-04-20,Punjab,245,191,38,16,6797,245,0.03604531410916581
2020-04-20,Rajasthan,1576,1346,205,25,57290,1576,0.027509163902949905
2020-04-20,Sikkim,0,0,0,0,NA,NA,NA
2020-04-20,Tamil Nadu,1520,1046,457,17,46985,1520,0.03235075023943812
2020-04-20,Telangana,872,663,186,23,NA,NA,NA
2020-04-20,Tripura,2,1,1,0,NA,NA,NA
2020-04-20,Uttar Pradesh,1184,1026,140,18,34326,1184,0.034492804288294585
2020-04-20,Uttarakhand,46,28,18,0,3677,46,0.012510198531411477
2020-04-20,West Bengal,339,261,66,12,5469,339,0.06198573779484366
2020-04-21,Andaman and Nicobar Islands,17,6,11,0,NA,NA,NA
2020-04-21,Andhra Pradesh,757,639,96,22,35755,757,0.02117186407495455
2020-04-21,Arunachal Pradesh,1,0,1,0,454,1,0.0022026431718061676
2020-04-21,Assam,35,15,19,1,5514,34,0.006166122597025753
2020-04-21,Bihar,126,82,42,2,11999,115,0.009584132011000918
2020-04-21,Chandigarh,27,13,14,0,497,27,0.05432595573440644
2020-04-21,Chhattisgarh,36,11,25,0,8272,36,0.004352030947775629
2020-04-21,Dadra and Nagar Haveli and Daman and Diu,0,0,0,0,474,0,0
2020-04-21,Delhi,2156,1498,611,47,26627,2156,0.08097044353475795
2020-04-21,Goa,7,0,7,0,1004,7,0.0069721115537848604
2020-04-21,Gujarat,2178,1949,139,90,36829,2178,0.05913817915229846
2020-04-21,Haryana,255,106,146,3,14562,255,0.01751133086114545
2020-04-21,Himachal Pradesh,39,20,17,2,3341,39,0.011673151750972763
2020-04-21,Jammu and Kashmir,380,294,81,5,9220,380,0.04121475054229935
2020-04-21,Jharkhand,46,40,4,2,NA,NA,NA
2020-04-21,Karnataka,418,272,129,17,26233,418,0.015934128769107613
2020-04-21,Kerala,427,117,307,3,20252,426,0.021034959510171834
2020-04-21,Ladakh,18,4,14,0,1137,18,0.0158311345646438
2020-04-21,Lakshadweep,0,0,0,0,NA,NA,NA
2020-04-21,Madhya Pradesh,1552,1323,148,81,20905,1552,0.07424061229370964
2020-04-21,Maharashtra,5218,4246,722,250,75838,4676,0.061657744138822225
2020-04-21,Manipur,2,0,2,0,NA,NA,NA
2020-04-21,Meghalaya,12,11,0,1,933,12,0.012861736334405145
2020-04-21,Mizoram,1,1,0,0,135,1,0.007407407407407408
2020-04-21,Nagaland,0,0,0,0,537,0,0
2020-04-21,Odisha,79,48,30,1,11748,79,0.00672454885938032
2020-04-21,Puducherry,7,3,4,0,1319,7,0.00530705079605762
2020-04-21,Punjab,251,186,49,16,7355,251,0.034126444595513256
2020-04-21,Rajasthan,1735,1435,274,26,61492,1735,0.028215052364535226
2020-04-21,Sikkim,0,0,0,0,NA,NA,NA
2020-04-21,Tamil Nadu,1596,943,635,18,53045,1596,0.03008766141954944
2020-04-21,Telangana,928,711,194,23,NA,NA,NA
2020-04-21,Tripura,2,1,1,0,2604,2,7.680491551459293e-4
2020-04-21,Uttar Pradesh,1337,1154,162,21,37933,1337,0.03524635541612844
2020-04-21,Uttarakhand,46,27,19,0,4061,46,0.011327259295739965
2020-04-21,West Bengal,392,304,73,15,6182,392,0.0634098997088321
2020-04-22,Andaman and Nicobar Islands,18,7,11,0,NA,NA,NA
2020-04-22,Andhra Pradesh,813,669,120,24,41512,813,0.01958469840046252
2020-04-22,Arunachal Pradesh,1,0,1,0,496,2,0.004032258064516129
2020-04-22,Assam,35,15,19,1,NA,NA,NA
2020-04-22,Bihar,143,99,42,2,12978,136,0.010479272615194945
2020-04-22,Chandigarh,27,13,14,0,529,27,0.05103969754253308
2020-04-22,Chhattisgarh,36,8,28,0,9220,36,0.0039045553145336228
2020-04-22,Dadra and Nagar Haveli and Daman and Diu,0,0,0,0,674,0,0
2020-04-22,Delhi,2248,1476,724,48,28309,2248,0.07940937511038892
2020-04-22,Goa,7,0,7,0,1116,7,0.0062724014336917565
2020-04-22,Gujarat,2407,2125,179,103,39421,2407,0.061058826513787065
2020-04-22,Haryana,264,104,157,3,15561,264,0.016965490649701175
2020-04-22,Himachal Pradesh,39,20,17,2,3700,39,0.01054054054054054
2020-04-22,Jammu and Kashmir,407,310,92,5,10039,407,0.04054188664209583
2020-04-22,Jharkhand,46,40,4,2,5176,49,0.00946676970633694
2020-04-22,Karnataka,427,279,131,17,29512,427,0.014468690702087287
2020-04-22,Kerala,438,127,308,3,20821,437,0.02098842514768743
2020-04-22,Ladakh,18,4,14,0,NA,NA,NA
2020-04-22,Lakshadweep,0,0,0,0,NA,NA,NA
2020-04-22,Madhya Pradesh,1587,1354,152,81,22664,1587,0.07002294387575009
2020-04-22,Maharashtra,5649,4592,789,268,82304,5229,0.0635327566096423
2020-04-22,Manipur,2,0,2,0,NA,NA,NA
2020-04-22,Meghalaya,12,11,0,1,1046,12,0.011472275334608031
2020-04-22,Mizoram,1,1,0,0,135,1,0.007407407407407408
2020-04-22,Nagaland,0,0,0,0,543,0,0
2020-04-22,Odisha,83,50,32,1,13775,83,0.00602540834845735
2020-04-22,Puducherry,7,3,4,0,1473,7,0.0047522063815342835
2020-04-22,Punjab,278,209,53,16,7887,257,0.03258526689489032
2020-04-22,Rajasthan,1888,1517,344,27,66257,1888,0.028495102404274265
2020-04-22,Sikkim,0,0,0,0,NA,NA,NA
2020-04-22,Tamil Nadu,1629,949,662,18,59023,1629,0.02759941039933585
2020-04-22,Telangana,943,725,194,24,NA,NA,NA
2020-04-22,Tripura,2,1,1,0,3215,2,6.220839813374805e-4
2020-04-22,Uttar Pradesh,1449,1255,173,21,42192,1449,0.03434300341296928
2020-04-22,Uttarakhand,46,23,23,0,4275,46,0.010760233918128656
2020-04-22,West Bengal,423,335,73,15,7037,423,0.06011084268864573
2020-04-23,Andaman and Nicobar Islands,22,11,11,0,NA,NA,NA
2020-04-23,Andhra Pradesh,893,725,141,27,48032,893,0.018591772151898733
2020-04-23,Arunachal Pradesh,1,0,1,0,NA,NA,NA
2020-04-23,Assam,36,16,19,1,NA,NA,NA
2020-04-23,Bihar,170,124,44,2,13785,148,0.010736307580703663
2020-04-23,Chandigarh,27,13,14,0,599,27,0.045075125208681135
2020-04-23,Chhattisgarh,36,6,30,0,10346,36,0.0034796056446936012
2020-04-23,Dadra and Nagar Haveli and Daman and Diu,0,0,0,0,913,0,0
2020-04-23,Delhi,2376,1518,808,50,30560,2375,0.077715968586387435
2020-04-23,Goa,7,0,7,0,1206,7,0.005804311774461028
2020-04-23,Gujarat,2624,2254,258,112,42384,2624,0.06191015477538694
2020-04-23,Haryana,270,98,169,3,17582,270,0.015356614719599591
2020-04-23,Himachal Pradesh,40,19,19,2,4020,40,0.009950248756218905
2020-04-23,Jammu and Kashmir,434,337,92,5,10977,427,0.03889951717226929
2020-04-23,Jharkhand,53,42,8,3,5380,53,0.009851301115241635
2020-04-23,Karnataka,445,283,145,17,32122,445,0.013853433783699645
2020-04-23,Kerala,448,129,316,3,21334,447,0.020952470235305148
2020-04-23,Ladakh,18,2,16,0,NA,NA,NA
2020-04-23,Lakshadweep,0,0,0,0,NA,NA,NA
2020-04-23,Madhya Pradesh,1687,1400,203,84,24548,1687,0.06872250285155614
2020-04-23,Maharashtra,6427,5305,840,282,89197,5218,0.058499725327084993
2020-04-23,Manipur,2,0,2,0,NA,NA,NA
2020-04-23,Meghalaya,12,11,0,1,1109,12,0.010820559062218215
2020-04-23,Mizoram,1,1,0,0,137,1,0.0072992700729927005
2020-04-23,Nagaland,0,0,0,0,607,0,0
2020-04-23,Odisha,89,55,33,1,15984,89,0.005568068068068068
2020-04-23,Puducherry,7,3,4,0,1548,7,0.004521963824289405
2020-04-23,Punjab,283,200,66,17,8757,283,0.032317003540025126
2020-04-23,Rajasthan,1964,1485,451,28,69764,1964,0.028152055501404736
2020-04-23,Sikkim,0,0,0,0,NA,NA,NA
2020-04-23,Tamil Nadu,1683,911,752,20,65977,1683,0.025508889461479
2020-04-23,Telangana,970,693,252,25,NA,NA,NA
2020-04-23,Tripura,2,0,2,0,NA,NA,NA
2020-04-23,Uttar Pradesh,1510,1280,206,24,45483,1510,0.033199217289976476
2020-04-23,Uttarakhand,47,23,24,0,4473,47,0.010507489380728817
2020-04-23,West Bengal,456,362,79,15,7990,456,0.05707133917396746
2020-04-24,Andaman and Nicobar Islands,29,18,11,0,2679,27,0.010078387458006719
2020-04-24,Andhra Pradesh,955,781,145,29,54338,955,0.017575177592108655
2020-04-24,Arunachal Pradesh,1,0,1,0,526,2,0.0038022813688212928
2020-04-24,Assam,36,16,19,1,6680,35,0.005239520958083832
2020-04-24,Bihar,223,177,44,2,14924,176,0.011793084963816671
2020-04-24,Chandigarh,27,12,15,0,638,27,0.04231974921630094
2020-04-24,Chhattisgarh,36,6,30,0,11386,36,0.003161777621640611
2020-04-24,Dadra and Nagar Haveli and Daman and Diu,0,0,0,0,NA,NA,NA
2020-04-24,Delhi,2514,1604,857,53,33672,2514,0.07466143977191732
2020-04-24,Goa,7,0,7,0,NA,NA,NA
2020-04-24,Gujarat,2815,2423,265,127,46743,2815,0.06022292107909206
2020-04-24,Haryana,275,87,185,3,18845,275,0.014592730167153092
2020-04-24,Himachal Pradesh,40,19,19,2,4328,40,0.009242144177449169
2020-04-24,Jammu and Kashmir,454,340,109,5,11764,454,0.03859231553893234
2020-04-24,Jharkhand,59,48,8,3,6162,57,0.009250243427458617
2020-04-24,Karnataka,474,304,152,18,35958,474,0.013182045720006674
2020-04-24,Kerala,451,116,331,4,21940,450,0.020510483135824976
2020-04-24,Ladakh,18,2,16,0,NA,NA,NA
2020-04-24,Lakshadweep,0,0,0,0,NA,NA,NA
2020-04-24,Madhya Pradesh,1846,1543,210,93,26233,1846,0.07036938207601114
2020-04-24,Maharashtra,6817,5560,957,300,95210,6427,0.06750341350698456
2020-04-24,Manipur,2,0,2,0,402,2,0.004975124378109453
2020-04-24,Meghalaya,12,11,0,1,1130,12,0.010619469026548672
2020-04-24,Mizoram,1,1,0,0,NA,NA,NA
2020-04-24,Nagaland,0,0,0,0,NA,NA,NA
2020-04-24,Odisha,94,60,33,1,18458,94,0.005092642756528334
2020-04-24,Puducherry,7,3,4,0,1704,7,0.004107981220657277
2020-04-24,Punjab,298,211,70,17,10611,298,0.028084063707473378
2020-04-24,Rajasthan,2034,1509,493,32,74484,2034,0.027307878202029966
